<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: SIS_P0_Audit_Queue.csv>index,sis_lit_id,study,source_status,primary_program_registry,cross_cutting_registry,capability_registry,primary_estimand_registry,claim_registry,id_transport_registry,evidence_role_registry,source_class,p0_qualification_status,audit_priority,final_claim_level,final_primary_program,transport_final
104,SIS-LIT-105,"ToolCompass: Guiding Tool Trialing, Not Suppressing It",2026 preprint,ASR,CSCI; BGT,DR; BT,ACTION_SELECTION_EFFECT,CL1→CL2 candidate,`I1/I2` / `T2`,Functional-transfer evidence — Function-based tool representation improves OOD trialing; supports functional rather than domain similarity.,PREPRINT,PRIMARY_PENDING_VERIFICATION,A3_CAUSAL_PROMOTION_REAUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
105,SIS-LIT-106,FIRE: Failure-Informed Runtime Engineering for Reliable Language-Model Agents,2026 preprint,ASR,P2/SDR,DR; ID,SELECTIVE_ACTION_UTILITY,CL2,`I2` / `T1`,Reliability-regulation evidence — Randomized controls show runtime policies improve repeated reliability more than capability ceiling.,PREPRINT,PRIMARY_PENDING_VERIFICATION,A2_CAUSAL_REAUDIT,CL2_CONFIRMED_2026-09-24,ASR,T1_PERFORMANCE_REPLICATION
106,SIS-LIT-107,"Passes Alone, Fails Together: Benchmarking Semantic Coordination in Parallel LLM-Agent Development",2026 preprint,P2/SDR,SCF; BGT,IA; TD; MEAS,MECHANISM_INTERACTION_EFFECT,CL1→CL2 candidate,`I1/I2` / `T1`,Composition-interference evidence — Independent component success does not guarantee joint success; real prevalence is context-dependent.,PREPRINT,PRIMARY_PENDING_VERIFICATION,A3_CAUSAL_PROMOTION_REAUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
107,SIS-LIT-108,Reasoning as Gradient: Scaling MLE Agents Beyond Tree Search,Findings ACL 2026 (2026.findings-acl.438),SCF,CSCI; BGT,MI; ID; BT,CAUSAL_MECHANISM_EFFECT,CL2 candidate,`I2` / `T1`,Regime-transition evidence — Tree-search vs directed diagnostic-gradient optimization crosses over with component capability; strong CSCI fixture.,PEER_REVIEWED,PRIMARY_PENDING_VERIFICATION,A2_CAUSAL_REAUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
108,SIS-LIT-109,BayesFlow: A Probability Inference Framework for Meta-Agent Assisted Workflow Generation,Findings EACL 2026 (2026.findings-eacl.165),SCF,ASR,MI; DR,ORGANIZATION_EFFECT,CL1,`I1` / `T1`,"Workflow-generation mechanism — Bayesian posterior over workflows; useful framework, not evidence of universal workflow superiority.",PEER_REVIEWED,PRIMARY_PENDING_VERIFICATION,B_ASSOCIATIONAL_CONFIRMATION,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
109,SIS-LIT-110,Learning to Evolve: A Self-Improving Framework for Multi-Agent Systems via Textual Parameter Graph Optimization (TPGO),Findings ACL 2026 (2026.findings-acl.1534; arXiv:2604.20714),ASR,SCF,DR; MI; IA,INTERVENTION_LOCUS_SELECTION_EFFECT,CL1,`I1` / `T1`,Meta-optimization framework — Textual parameter graph + trace gradients + learned optimization experience; maps to regulation over structured intervention surfaces.,PEER_REVIEWED,PRIMARY_PENDING_VERIFICATION,B_ASSOCIATIONAL_CONFIRMATION,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
110,SIS-LIT-111,Learning to Orchestrate Agents in Natural Language with the Conductor,ICLR 2026; arXiv:2512.04388,ASR,SCF; CSCI,DR; IA; BT,POLICY_VALUE,CL1,`I1` / `T2`,Coordination-policy evidence — RL-learned communication topology/instructions across worker pools; strong ASR/CSCI implementation evidence.,PEER_REVIEWED,PRIMARY_PENDING_VERIFICATION,B_ASSOCIATIONAL_CONFIRMATION,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
111,SIS-LIT-112,Agentic TCAD Calibration Workflow for Oxide Semiconductor Transistors,arXiv:2609.12184 (preprint),SCF,ASR; BGT,MI; ID; BT,CAUSAL_MECHANISM_EFFECT,CL1→CL2 candidate,`I1/I2` / `T2`,Scientific-domain mechanism — Residuals+sensitivity tests guide bounded parameter/model changes under simulator authority; domain-specific transfer across bias/geometry.,PREPRINT,PRIMARY_PENDING_VERIFICATION,A3_CAUSAL_PROMOTION_REAUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
112,SIS-LIT-113,HIPO: A Hierarchical Prompt Optimization Framework with Task Awareness and Fine-Grained Debugging,Findings ACL 2026 (2026.findings-acl.996),ASR,CSCI,DR; MEAS,ACTION_SELECTION_EFFECT,CL1,`I1` / `T1`,Sample-conditioned regulation — Router selects prompt-complexity tier by sample difficulty; supports endogenous granularity/complexity regulation.,PEER_REVIEWED,PRIMARY_PENDING_VERIFICATION,B_ASSOCIATIONAL_CONFIRMATION,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
113,SIS-LIT-114,STEVE: Stabilizing Textual Gradient-Based Prompt Optimization via Error-Driven Refinement and Regularized Verification,arXiv:2609.23716 (preprint),ASR,SCF,DR; EG; MI,SELECTIVE_ACTION_UTILITY,CL1→CL2 candidate,`I1/I2` / `T1`,Regulation + preservation evidence — Error-only gradients plus regression-gated verification.,PREPRINT,PRIMARY_VERIFIED_2026-09-24,A3_CAUSAL_PROMOTION_REAUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
114,SIS-LIT-115,RRSI: Regularized Recursive Self-Improvement of Agent Harnesses,arXiv:2609.24972 (preprint),ASR,SCF; BGT,DR; BT; EG; MI,REGULATION_NET_VALUE,CL1→CL2 candidate,`I1/I2` / `T2`,Boundary/negative evidence — RSI overfits evolve sets; regularization improves held-out transfer.,PREPRINT,PRIMARY_VERIFIED_2026-09-24,A3_CAUSAL_PROMOTION_REAUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
115,SIS-LIT-116,"Agensh: Scaling Organizational Intelligence to 1,024 Agents",arXiv:2609.26781 (preprint),SCF,CSCI,IA; MI; MEAS,ORGANIZATION_EFFECT,CL1,`I1` / `T1`,Organization/scaling evidence — decentralized scaling with compute/task-parallelism confounding.,PREPRINT,PRIMARY_VERIFIED_2026-09-24,B_ASSOCIATIONAL_CONFIRMATION,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
116,SIS-LIT-117,When Does Execution Provenance Help Agent Memory Retrieval?,arXiv:2609.25913 (preprint),SCF,—,MI; MEAS; ID,CAUSAL_MECHANISM_EFFECT,CL2 candidate,`I2` / `T0`,Representation/identification evidence — held-candidate graph propagation controls isolate provenance effects.,PREPRINT,PRIMARY_VERIFIED_2026-09-24,A2_CAUSAL_REAUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
117,SIS-LIT-118,CliffCompaction: Cost-Efficient Compaction for Long-Horizon Coding Agents,arXiv:2609.26779 (preprint),SCF,CSCI; BGT,MI; DR; MEAS; BT,CAPABILITY_FRONTIER_SHIFT,CL1→CL2 candidate,`I1/I2` / `T2`,Efficiency/boundary evidence — compaction shifts performance-cost frontier across coding agents.,PREPRINT,PRIMARY_VERIFIED_2026-09-24,A3_CAUSAL_PROMOTION_REAUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
118,SIS-LIT-119,Jev-Mem: System-One-Controlled Agentic Memory for Efficient AI Agents,arXiv:2609.23986 (preprint),ASR,SCF,DR; MI; MEAS,POLICY_VALUE,CL1,`I1` / `T1`,Regulation mechanism — lightweight control plane governs retrieval routing/budget/stopping.,PREPRINT,PRIMARY_VERIFIED_2026-09-24,B_ASSOCIATIONAL_CONFIRMATION,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
119,SIS-LIT-120,Testing-Driven Reliability Audit of Trajectory-Based Early Outcome Prediction for LLM Agents,arXiv:2609.25647 (preprint),ROUTING_ABSTAIN,BGT,MEAS; BT; ID,—,CL1,`I1` / `T1`,Measurement-transport boundary evidence — target-specific calibration failure lacks cross-benchmark replication.,PREPRINT,PRIMARY_VERIFIED_2026-09-24,B_ASSOCIATIONAL_CONFIRMATION,PENDING_CLAIM_LEVEL_AUDIT,ROUTING_ABSTAIN,BGT_T1_ONLY
120,SIS-LIT-121,DolphinBench: Mapping the Pareto Frontier of Agent Memory,arXiv:2609.24971 (preprint),SCF,BGT,MEAS; BT,CAPABILITY_FRONTIER_SHIFT,CL0→CL1,`I0/I1` / `T1`,Benchmark instrument — action-grounded memory evaluation with cost and latency frontier.,PREPRINT,PRIMARY_VERIFIED_2026-09-24,B_ASSOCIATIONAL_CONFIRMATION,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT,PENDING_CLAIM_LEVEL_AUDIT
